SYMBOL	FC.Mouse A	FC.Mouse D	FC.Mouse B	FC.Mouse C	FC.Rat	FDR.Mouse A	FDR.Mouse D	FDR.Mouse B	FDR.Mouse C	FDR.Rat	DE.Mouse A	DE.Mouse D	DE.Mouse B	DE.Mouse C	DE.Rat
Elmod2	-1.09	NA	NA	-1.14	1.08	0.4317	NA	NA	NA	0.9383	0	NA	NA	0	0
Cic	-1.03	-1.16	1.13	1.22	1.19	0.4317	0.6684	0.9074	NA	0.9156	0	0	0	0	0
Vmn2r99	-1.1	NA	NA	NA	-1.19	0.4317	NA	NA	NA	0.928	0	NA	NA	NA	0
Ntpcr	1.2	1.02	1.01	NA	1.02	0.4317	0.9543	0.9945	NA	0.9999	0	0	0	NA	0
Eras	1.13	NA	NA	-1.09	-1.05	0.4318	NA	NA	NA	0.9591	0	NA	NA	0	0
Ccdc28a	1.08	NA	NA	NA	1.38	0.4318	NA	NA	NA	0.7201	0	NA	NA	NA	0
Fcgbp	1.07	2.56	-1.06	NA	-1.33	0.4318	0.5835	0.9024	NA	0.9993	0	0	0	NA	0
9530053A07Rik	1.07	NA	NA	NA	-1.21	0.4318	NA	NA	NA	0.8108	0	NA	NA	NA	0
Rrp7a	1.08	-1.1	-1.03	NA	1.17	0.4318	0.9861	0.9672	NA	0.9942	0	0	0	NA	0
Dupd1	1.09	NA	NA	NA	NA	0.4318	NA	NA	NA	NA	0	NA	NA	NA	NA
Rcc1	1.01	1.01	1.17	NA	1.5	0.4318	0.9828	0.6658	NA	0.8658	0	0	0	NA	0
Axin1	-1.04	-1.12	1.06	1.42	-1.01	0.4318	0.9354	0.8621	NA	0.9746	0	0	0	0	0
Brd9	1.03	NA	NA	NA	-1.15	0.4319	NA	NA	NA	0.9586	0	NA	NA	NA	0
Gm25525	1.07	NA	NA	NA	NA	0.4319	NA	NA	NA	NA	0	NA	NA	NA	NA
Vipr2	-1.07	-1.06	1.02	1	-1.04	0.432	0.8403	0.9767	NA	0.9922	0	0	0	0	0
Olfr788	1.06	NA	NA	NA	1	0.432	NA	NA	NA	0.9895	0	NA	NA	NA	0
Sh2d2a	1.07	1.12	1.04	-1.05	-1.65	0.432	0.9543	0.943	NA	0.5968	0	0	0	0	0
M6pr	-1.05	1.37	1.37	-1.37	1.21	0.4321	0.4508	0.2621	NA	0.7205	0	0	0	0	0
Eno4	-1.11	NA	NA	NA	1.24	0.4321	NA	NA	NA	0.9407	0	NA	NA	NA	0
Gm22520	1.12	NA	NA	NA	NA	0.4321	NA	NA	NA	NA	0	NA	NA	NA	NA
Alkbh2	1.06	NA	NA	NA	-1.17	0.4321	NA	NA	NA	0.9949	0	NA	NA	NA	0
Nt5c1a	-1.09	NA	NA	NA	1.28	0.4321	NA	NA	NA	0.9463	0	NA	NA	NA	0
Olfr729	1.08	NA	NA	NA	NA	0.4321	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm26439	1.08	NA	NA	NA	NA	0.4321	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm22942	-1.06	NA	NA	NA	NA	0.4322	NA	NA	NA	NA	0	NA	NA	NA	NA
Arhgap31	-1.09	NA	NA	NA	-1.51	0.4322	NA	NA	NA	0.7384	0	NA	NA	NA	0
Pfkfb1	1.06	1.02	1.16	1.02	NA	0.4322	0.8593	0.6397	NA	NA	0	0	0	0	NA
Adarb1	1.06	-1.56	-1.23	1.06	1.4	0.4322	0.5083	0.6907	NA	0.9304	0	0	0	0	0
Tas2r118	1.07	NA	NA	NA	2.14	0.4322	NA	NA	NA	0.5473	0	NA	NA	NA	0
Nck2	-1.08	1.12	1.2	1.09	1.36	0.4322	0.8985	0.7111	NA	0.9238	0	0	0	0	0
Omd	1.08	-1	-1.01	1.03	-1.37	0.4324	0.9928	0.9827	NA	0.6805	0	0	0	0	0
Oacyl	1.02	NA	NA	NA	1.28	0.4324	NA	NA	NA	0.6314	0	NA	NA	NA	0
Olfr1285	1.05	NA	NA	NA	NA	0.4324	NA	NA	NA	NA	0	NA	NA	NA	NA
Gpr3	-1.05	-1.18	-1.06	1.15	-1.43	0.4325	0.954	0.873	NA	0.9407	0	0	0	0	0
Apip	1.03	-1.09	1.11	-1.11	1.02	0.4326	0.6717	0.7622	NA	0.9969	0	0	0	0	0
Pex5l	1.09	NA	NA	NA	-1.04	0.4326	NA	NA	NA	0.9938	0	NA	NA	NA	0
Ifi30	-1.03	1.85	-1.07	-1.5	1.23	0.4326	0.4795	0.9102	NA	0.9067	0	0	0	0	0
Trim30d	-1.09	NA	NA	NA	-1.62	0.4326	NA	NA	NA	0.96	0	NA	NA	NA	0
Mettl23	1.05	NA	NA	NA	1.29	0.4327	NA	NA	NA	0.8918	0	NA	NA	NA	0
Erich3	-1.16	NA	NA	NA	-1.06	0.4327	NA	NA	NA	0.9732	0	NA	NA	NA	0
Mid2	-1.04	1.07	1.18	-1.02	1.14	0.4328	0.8633	0.7339	NA	0.9675	0	0	0	0	0
Vat1l	-1.02	NA	NA	NA	1.22	0.4328	NA	NA	NA	0.9938	0	NA	NA	NA	0
Gm9889	1.09	NA	NA	NA	NA	0.4328	NA	NA	NA	NA	0	NA	NA	NA	NA
Vmn1r54	1.09	NA	NA	NA	NA	0.4328	NA	NA	NA	NA	0	NA	NA	NA	NA
Actbl2	1.04	NA	NA	NA	-1.1	0.433	NA	NA	NA	0.9922	0	NA	NA	NA	0
Dusp18	1.15	NA	NA	1.1	-1.18	0.433	NA	NA	NA	0.9913	0	NA	NA	0	0
Plekhf2	-1.04	NA	NA	1.01	1.07	0.4331	NA	NA	NA	0.9655	0	NA	NA	0	0
Gm4854	1.1	NA	NA	NA	NA	0.4331	NA	NA	NA	NA	0	NA	NA	NA	NA
Desi1	-1.02	-1.09	-1.07	NA	1.21	0.4333	0.9589	0.8968	NA	0.9067	0	0	0	NA	0
Chga	1.31	-1.23	-1.32	-2.07	-2.03	0.4333	0.5267	0.4665	NA	0.4143	0	0	0	0	0
Mlip	1.04	NA	NA	NA	1.09	0.4335	NA	NA	NA	0.9922	0	NA	NA	NA	0
Gm5054	1.09	NA	NA	NA	NA	0.4335	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm13576	1	NA	NA	NA	NA	0.4335	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm5176	1.24	NA	NA	NA	NA	0.4335	NA	NA	NA	NA	0	NA	NA	NA	NA
Ccr2	-1.05	1.05	-1.55	1.24	-1.01	0.4336	0.9523	0.2016	NA	0.9787	0	0	0	0	0
n-R5s179	-1.03	NA	NA	NA	NA	0.4336	NA	NA	NA	NA	0	NA	NA	NA	NA
Mir219a-1	1.08	NA	NA	NA	NA	0.4336	NA	NA	NA	NA	0	NA	NA	NA	NA
Mir451a	1.13	NA	NA	NA	NA	0.4336	NA	NA	NA	NA	0	NA	NA	NA	NA
Trip4	-1.13	NA	NA	-1.15	-1.13	0.4336	NA	NA	NA	0.9851	0	NA	NA	0	0
Crygn	1.06	NA	NA	-1.2	-1.69	0.4336	NA	NA	NA	0.4071	0	NA	NA	0	0
Hoxd10	-1.03	-1.18	1.02	1.05	-1.34	0.4336	0.8516	0.9767	NA	0.7587	0	0	0	0	0
Trappc2	-1	NA	NA	1.23	1.1	0.434	NA	NA	NA	0.9894	0	NA	NA	0	0
Mir208a	1.1	NA	NA	NA	NA	0.434	NA	NA	NA	NA	0	NA	NA	NA	NA
Hist1h2ai	-1.08	-1.2	-1.47	NA	NA	0.434	0.7876	0.4664	NA	NA	0	0	0	NA	NA
Ptcd1	1.05	NA	NA	1.17	1.24	0.434	NA	NA	NA	0.9051	0	NA	NA	0	0
Gm24276	1.03	NA	NA	NA	NA	0.434	NA	NA	NA	NA	0	NA	NA	NA	NA
Prdx2	1.06	-1.25	-1.37	-1.16	1	0.4341	0.3122	0.4637	NA	0.9598	0	0	0	0	0
Slc44a3	-1.02	NA	NA	NA	1.45	0.4341	NA	NA	NA	0.6702	0	NA	NA	NA	0
Arl8b	-1.07	-1.03	1.19	NA	1.16	0.4342	0.9514	0.6392	NA	0.9634	0	0	0	NA	0
Uba3	-1.1	1.41	-1.14	NA	1.06	0.4342	0.484	0.7946	NA	0.9937	0	0	0	NA	0
Olfr472	-1.04	NA	NA	NA	NA	0.4342	NA	NA	NA	NA	0	NA	NA	NA	NA
Olfr1343-ps1	1.15	NA	NA	NA	NA	0.4342	NA	NA	NA	NA	0	NA	NA	NA	NA
Scamp3	-1.08	1.13	1.05	-1.14	NA	0.4343	0.9832	0.9302	NA	NA	0	0	0	0	NA
Sval2	-1.08	NA	NA	-4.13	-1.6	0.4344	NA	NA	NA	0.4891	0	NA	NA	-1	0
Scai	-1.08	NA	NA	NA	-1	0.4344	NA	NA	NA	0.9967	0	NA	NA	NA	0
Garem	-1.07	NA	NA	NA	NA	0.4345	NA	NA	NA	NA	0	NA	NA	NA	NA
Slco6d1	1.12	NA	NA	1.1	1.19	0.4345	NA	NA	NA	0.9287	0	NA	NA	0	0
Gm6588	-1.01	NA	NA	NA	NA	0.4345	NA	NA	NA	NA	0	NA	NA	NA	NA
Lars2	1.1	NA	NA	-1.2	-1.18	0.4345	NA	NA	NA	0.966	0	NA	NA	0	0
Rcan2	-1.06	NA	NA	NA	2.03	0.4346	NA	NA	NA	0.8811	0	NA	NA	NA	0
Gbas	-1.1	-1.11	-1.48	-1.37	NA	0.4346	0.5648	0.1626	NA	NA	0	0	0	0	NA
Cdh4	-1.01	1.05	1.22	-1.18	1.22	0.4346	0.8238	0.534	NA	0.9938	0	0	0	0	0
Pdcd5	-1.04	-1.3	-1.48	-1.47	NA	0.4347	0.4538	0.4979	NA	NA	0	0	0	0	NA
Plekhm1	1.01	NA	NA	-1.13	1.11	0.4348	NA	NA	NA	0.975	0	NA	NA	0	0
LOC102638454	1.03	NA	NA	NA	NA	0.4348	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm10570	1.03	NA	NA	NA	NA	0.4348	NA	NA	NA	NA	0	NA	NA	NA	NA
Thop1	-1.07	1.13	1.08	-1.02	1.11	0.4349	0.9537	0.9344	NA	0.9795	0	0	0	0	0
Ifrd2	1.01	-1.1	1.03	1.05	-1.08	0.4349	0.7727	0.9797	NA	0.975	0	0	0	0	0
Crtc2	-1.08	NA	NA	NA	-1	0.435	NA	NA	NA	0.98740000000000006	0	NA	NA	NA	0
Crp	1.15	1.04	1.2	-1.37	NA	0.4351	0.8245	0.5526	NA	NA	0	0	0	0	NA
Olfr533	1.17	NA	NA	NA	-1.29	0.4351	NA	NA	NA	0.9598	0	NA	NA	NA	0
Ighv2-4	-1.13	1.02	1.11	NA	NA	0.4351	0.8721	0.8225	NA	NA	0	0	0	NA	NA
Dock3	-1.1	NA	NA	1.19	-1.71	0.4351	NA	NA	NA	0.7014	0	NA	NA	0	0
9230106D20Rik	1.01	NA	NA	NA	NA	0.4351	NA	NA	NA	NA	0	NA	NA	NA	NA
Mtch1	-1.06	-1.18	1.03	-2.04	1.12	0.4351	0.5844	0.9729	NA	0.9747	0	0	0	0	0
Gm16026	-1.09	NA	NA	NA	NA	0.4351	NA	NA	NA	NA	0	NA	NA	NA	NA
Olfr470	1.01	NA	NA	NA	1.13	0.4351	NA	NA	NA	0.9984	0	NA	NA	NA	0
Mtbp	-1.1	NA	NA	-1.29	1.34	0.4351	NA	NA	NA	0.7459	0	NA	NA	0	0
Cx3cl1	-1.14	-1.47	1.19	-1.3	2.45	0.4351	0.5336	0.5402	NA	0.413	0	0	0	0	0
Mir129-1	1.01	NA	NA	NA	NA	0.4351	NA	NA	NA	NA	0	NA	NA	NA	NA
Opn5	-1.14	NA	NA	NA	-1.19	0.4352	NA	NA	NA	0.9576	0	NA	NA	NA	0
Ppm1g	-1.06	1.27	1.38	-1.14	-1.08	0.4353	0.8437	0.7753	NA	0.9643	0	0	0	0	0
Ccdc40	1.02	NA	NA	NA	-1.11	0.4354	NA	NA	NA	0.9406	0	NA	NA	NA	0
Gabra6	-1.05	-1.01	1.11	-1.05	1.2	0.4355	0.9756	0.8174	NA	0.83	0	0	0	0	0
Zkscan7	1.23	NA	NA	NA	NA	0.4355	NA	NA	NA	NA	0	NA	NA	NA	NA
Dip2a	-1.08	NA	NA	NA	-1.98	0.4355	NA	NA	NA	0.525	0	NA	NA	NA	0
Brap	-1.03	-1	1.06	-1.09	1.03	0.4356	0.9973	0.9307	NA	0.9643	0	0	0	0	0
Adap1	1.07	NA	NA	NA	-1.05	0.4356	NA	NA	NA	0.9746	0	NA	NA	NA	0
Mllt1	-1.04	1.13	1.09	-1.04	1.18	0.4356	0.9625	0.9109	NA	0.9716	0	0	0	0	0
Ptgdr2	-1.08	1.07	1.25	NA	-1.17	0.4359	0.9704	0.4474	NA	0.9824	0	0	0	NA	0
Gm9499	1.03	NA	NA	NA	NA	0.4359	NA	NA	NA	NA	0	NA	NA	NA	NA
Ppip5k2	-1.2	NA	NA	NA	1.63	0.4359	NA	NA	NA	0.9407	0	NA	NA	NA	0
Snord49a	1.01	NA	NA	NA	NA	0.4359	NA	NA	NA	NA	0	NA	NA	NA	NA
Olfr1504	1.02	NA	NA	NA	1.5	0.4359	NA	NA	NA	0.7201	0	NA	NA	NA	0
Olfr741	1.05	NA	NA	NA	1.4	0.4361	NA	NA	NA	0.9238	0	NA	NA	NA	0
B3gat1	1.02	NA	NA	1.38	-2.82	0.4361	NA	NA	NA	0.2908	0	NA	NA	0	0
Nipal1	1.07	NA	NA	NA	1.25	0.4362	NA	NA	NA	0.8829	0	NA	NA	NA	0
Vmn2r23	1.06	NA	NA	NA	1.31	0.4362	NA	NA	NA	0.8602	0	NA	NA	NA	0
Olfr316	1.01	NA	NA	NA	1.61	0.4364	NA	NA	NA	0.729	0	NA	NA	NA	0
Adarb2	1.04	NA	NA	1.19	1.67	0.4365	NA	NA	NA	0.7964	0	NA	NA	0	0
Tsen15	1.17	1.15	1.28	NA	-1	0.4365	0.5157	0.5537	NA	0.9949	0	0	0	NA	0
Nfatc4	1.09	NA	NA	-1.02	-1.47	0.4365	NA	NA	NA	0.8973	0	NA	NA	0	0
Cers4	1.07	NA	NA	NA	1	0.4365	NA	NA	NA	0.9954	0	NA	NA	NA	0
Tbrg1	-1.06	1.15	1.03	-1.77	-1.05	0.4366	0.7235	0.9618	NA	0.9507	0	0	0	0	0
Rab39b	1.08	NA	NA	1	NA	0.4366	NA	NA	NA	NA	0	NA	NA	0	NA
Alg5	1.05	1.14	-1.07	-1.86	-1.07	0.4366	0.6655	0.9009	NA	0.9788	0	0	0	0	0
Hpcal4	1.06	-1	1.05	1.06	1.26	0.4366	0.9858	0.9136	NA	0.9915	0	0	0	0	0
Gm30075	-1.06	NA	NA	NA	NA	0.4366	NA	NA	NA	NA	0	NA	NA	NA	NA
Cchcr1	1.05	NA	NA	NA	1.44	0.4367	NA	NA	NA	0.8811	0	NA	NA	NA	0
Fbxl5	1.11	1.01	1.03	1.14	1.26	0.4371	0.8131	0.9584	NA	0.9594	0	0	0	0	0
Znrf4	1.14	-1.19	1.12	-1.02	1.05	0.4372	0.8385	0.8294	NA	0.9328	0	0	0	0	0
Mlana	1.08	NA	NA	1.03	-1.02	0.4372	NA	NA	NA	0.9922	0	NA	NA	0	0
Olfr1289	1.16	NA	NA	NA	NA	0.4373	NA	NA	NA	NA	0	NA	NA	NA	NA
Zbed5	1	NA	NA	NA	1.14	0.4375	NA	NA	NA	0.9407	0	NA	NA	NA	0
Gm5117	1.21	NA	NA	NA	NA	0.4376	NA	NA	NA	NA	0	NA	NA	NA	NA
Ptprt	-1.03	NA	NA	1.01	1.08	0.4377	NA	NA	NA	0.9836	0	NA	NA	0	0
Arl6ip5	1.03	-1.06	-1.02	1.23	-1	0.4377	0.7684	0.9771	NA	0.9984	0	0	0	0	0
Olfr656	1.03	NA	NA	NA	NA	0.4377	NA	NA	NA	NA	0	NA	NA	NA	NA
4930474N05Rik	-1.07	NA	NA	NA	-1.24	0.4377	NA	NA	NA	0.8375	0	NA	NA	NA	0
Gm5815	1.25	NA	NA	NA	NA	0.4379	NA	NA	NA	NA	0	NA	NA	NA	NA
9130008F23Rik	-1.1	NA	NA	-2.19	-1.48	0.4379	NA	NA	NA	0.4593	0	NA	NA	-1	0
Ptrh1	1.05	1	-1.04	NA	-1.37	0.4379	0.9216	0.9307	NA	0.9746	0	0	0	NA	0
Gm24533	1.07	NA	NA	NA	NA	0.4381	NA	NA	NA	NA	0	NA	NA	NA	NA
Eya4	-1.15	-1.03	1.1	1.22	-1.13	0.4382	0.8705	0.7782	NA	0.9689	0	0	0	0	0
Mrps36	1.07	-1.08	-1.15	-1.21	1.06	0.4382	0.8294	0.6555	NA	0.9576	0	0	0	0	0
Gm1661	1.12	NA	NA	NA	NA	0.4383	NA	NA	NA	NA	0	NA	NA	NA	NA
Adcy10	1.04	NA	NA	NA	-1.82	0.4383	NA	NA	NA	0.3204	0	NA	NA	NA	0
Vmn1r-ps8	1.06	NA	NA	NA	NA	0.4384	NA	NA	NA	NA	0	NA	NA	NA	NA
Olfr650-ps1	-1.03	NA	NA	NA	NA	0.4385	NA	NA	NA	NA	0	NA	NA	NA	NA
Pola1	1.01	-1.02	1.1	-1.39	1.36	0.4385	0.9554	0.9308	NA	0.8522	0	0	0	-1	0
Ppard	1.14	-1.09	1.03	-1.04	-1.06	0.4385	0.8569	0.9545	NA	0.9922	0	0	0	0	0
Lmo2	1.09	-1.19	-1.28	-2.06	-1.26	0.4385	0.4273	0.3953	NA	0.9115	0	0	0	0	0
Gm10212	-1.03	NA	NA	NA	NA	0.4386	NA	NA	NA	NA	0	NA	NA	NA	NA
Cers5	-1.04	NA	NA	NA	1.15	0.4386	NA	NA	NA	0.9293	0	NA	NA	NA	0
a	1	-1.17	1.08	1.06	1.12	0.4387	0.6836	0.8274	NA	0.8109	0	0	0	0	0
Cysrt1	1.04	NA	NA	NA	1.93	0.4387	NA	NA	NA	0.1726	0	NA	NA	NA	0
Nap1l4	-1.1	1.07	1.11	-1.05	1.04	0.4387	0.8781	0.8622	NA	0.9949	0	0	0	0	0
Usp18	1.05	1.22	-1.27	1.02	-1.25	0.4387	0.7684	0.3938	NA	0.6465	0	0	0	0	0
Olfr774	1.08	NA	NA	NA	1	0.4387	NA	NA	NA	0.8615	0	NA	NA	NA	0
Mrpl30	1.07	1.12	-1.05	-1.69	-1.26	0.4388	0.6553	0.9227	NA	0.8484	0	0	0	0	0
Mrpl17	-1.15	-1.04	-1.11	-1.39	1.03	0.4389	0.8358	0.7615	NA	0.9922	0	0	0	0	0
Opa3	1.06	NA	NA	NA	NA	0.4389	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm38499	1.06	NA	NA	NA	NA	0.4389	NA	NA	NA	NA	0	NA	NA	NA	NA
Tmem134	1.03	1.02	-1.09	NA	-1.08	0.4389	0.8046	0.8236	NA	0.9898	0	0	0	NA	0
Ccdc69	-1.07	NA	NA	NA	-1.36	0.4389	NA	NA	NA	0.8918	0	NA	NA	NA	0
Gm12191	1.1	1.05	-1.12	NA	NA	0.439	0.7163	0.8216	NA	NA	0	0	0	NA	NA
Rpl35a-ps7	1.14	NA	NA	NA	NA	0.4391	NA	NA	NA	NA	0	NA	NA	NA	NA
Olfr478	1.1	NA	NA	NA	1.17	0.4391	NA	NA	NA	0.9747	0	NA	NA	NA	0
Gm10369	1.14	NA	NA	NA	NA	0.4391	NA	NA	NA	NA	0	NA	NA	NA	NA
Rnf212	1.04	NA	NA	NA	1.08	0.4392	NA	NA	NA	0.9949	0	NA	NA	NA	0
Gm6123	-1.06	NA	NA	NA	NA	0.4392	NA	NA	NA	NA	0	NA	NA	NA	NA
Olfr873	1	NA	NA	NA	1.01	0.4392	NA	NA	NA	0.998	0	NA	NA	NA	0
Cdh7	1.06	NA	NA	1.21	-1.05	0.4393	NA	NA	NA	0.9073	0	NA	NA	0	0
Zfp800	-1.1	NA	NA	NA	-1.35	0.4394	NA	NA	NA	0.7587	0	NA	NA	NA	0
Rrp9	1.1	-1.03	1.19	NA	1.43	0.4394	0.9412	0.689	NA	0.6844	0	0	0	NA	0
Xrcc4	1.09	NA	NA	1.34	1.11	0.4394	NA	NA	NA	0.9922	0	NA	NA	0	0
Mrps26	1.16	-1.01	1.05	-1.16	1.11	0.4395	0.9895	0.9302	NA	0.9732	0	0	0	0	0
Gimap6	1.2	NA	NA	1.22	-1.05	0.4395	NA	NA	NA	0.9824	0	NA	NA	0	0
Fam32a	1.1	-1.36	-1.33	NA	-1.23	0.4395	0.2995	0.3613	NA	0.7536	0	0	0	NA	0
Slc2a8	1.05	-1	1.02	-1.03	-1.4	0.4395	0.9692	0.9631	NA	0.5234	0	0	0	0	0
Lrrc56	1.06	NA	NA	NA	-1.31	0.4395	NA	NA	NA	0.9407	0	NA	NA	NA	0
Mir107	-1.1	NA	NA	NA	NA	0.4396	NA	NA	NA	NA	0	NA	NA	NA	NA
Atg4c	-1.09	NA	NA	NA	1.19	0.44	NA	NA	NA	0.9732	0	NA	NA	NA	0
Flt3	1.03	-1.24	-1.36	-1.09	1.14	0.44	0.9082	0.6872	NA	0.9993	0	0	0	0	0
6430553K19Rik	1.06	NA	NA	NA	NA	0.44	NA	NA	NA	NA	0	NA	NA	NA	NA
Gm23458	-1.08	NA	NA	NA	NA	0.44	NA	NA	NA	NA	0	NA	NA	NA	NA
Mtap	-1.2	NA	NA	-1.52	1.06	0.44	NA	NA	NA	0.9949	0	NA	NA	0	0
Mettl2	-1.07	NA	NA	-1.3	NA	0.44	NA	NA	NA	NA	0	NA	NA	0	NA
Psmb7	1.11	-1.07	1.17	-1.23	1.07	0.44	0.8358	0.7674	NA	0.9922	0	0	0	0	0
Olfr471	-1.08	NA	NA	NA	NA	0.4401	NA	NA	NA	NA	0	NA	NA	NA	NA
Capsl	-1.08	NA	NA	NA	-1.77	0.4401	NA	NA	NA	0.2635	0	NA	NA	NA	0
Galp	1.04	NA	NA	NA	-1.09	0.4402	NA	NA	NA	0.9488	0	NA	NA	NA	0
Rab3gap1	1.06	NA	NA	NA	NA	0.4403	NA	NA	NA	NA	0	NA	NA	NA	NA
Bend5	1.08	NA	NA	NA	-1.16	0.4404	NA	NA	NA	0.8899	0	NA	NA	NA	0
E330034G19Rik	-1.06	-1.12	-1.26	-1.87	NA	0.4404	0.8245	0.534	NA	NA	0	0	0	-1	NA
Gmppb	1.1	-1.16	-1.1	NA	1.23	0.4404	0.8238	0.7747	NA	0.9524	0	0	0	NA	0
Olfr1271	1.24	NA	NA	NA	1.05	0.4404	NA	NA	NA	0.9497	0	NA	NA	NA	0
Dnpep	1.05	-1.05	1.14	-1.27	1.03	0.4404	0.9474	0.7188	NA	0.9507	0	0	0	0	0
Cd163	1.03	NA	NA	-1.54	-1.29	0.4404	NA	NA	NA	0.876	0	NA	NA	0	0
Vmn1r190-ps	1.04	NA	NA	NA	NA	0.4404	NA	NA	NA	NA	0	NA	NA	NA	NA
Pcdhb17	-1.09	NA	NA	-1.58	NA	0.4404	NA	NA	NA	NA	0	NA	NA	-1	NA
Gm22652	1.05	NA	NA	NA	NA	0.4404	NA	NA	NA	NA	0	NA	NA	NA	NA
Olfr721-ps1	1.05	NA	NA	NA	1.07	0.4407	NA	NA	NA	0.9407	0	NA	NA	NA	0
Gm8172	-1.07	NA	NA	NA	NA	0.4407	NA	NA	NA	NA	0	NA	NA	NA	NA
Dnajb14	1.08	NA	NA	NA	1.26	0.441	NA	NA	NA	0.9984	0	NA	NA	NA	0
4933405L10Rik	1.15	NA	NA	1.21	1.31	0.441	NA	NA	NA	0.7536	0	NA	NA	0	0
Magea4	1.06	1.04	-1.01	NA	NA	0.441	0.9254	0.9835	NA	NA	0	0	0	NA	NA
Gm1968	1.06	NA	NA	NA	NA	0.4411	NA	NA	NA	NA	0	NA	NA	NA	NA
Tmem241	1.06	NA	NA	NA	1.57	0.4411	NA	NA	NA	0.7229	0	NA	NA	NA	0
Galm	1.07	-1.53	-1.44	1.08	3.35	0.4414	0.3275	0.1886	NA	0.6808	0	0	0	0	0
Nlrp2	1.09	NA	NA	NA	-1.08	0.4414	NA	NA	NA	0.9598	0	NA	NA	NA	0
Vmn1r202	-1	NA	NA	NA	NA	0.4414	NA	NA	NA	NA	0	NA	NA	NA	NA
2010111I01Rik	-1.15	1.04	-1.02	1.18	NA	0.4416	0.9703	0.9748	NA	NA	0	0	0	0	NA
Mir27b	-1.15	NA	NA	NA	NA	0.4416	NA	NA	NA	NA	0	NA	NA	NA	NA
C8g	1.06	1.2	1.03	NA	1.26	0.4416	0.3837	0.9455	NA	0.9136	0	0	0	NA	0
Olfr1036	1.04	NA	NA	NA	1.07	0.4416	NA	NA	NA	0.9913	0	NA	NA	NA	0
Gm5912	1.11	NA	NA	NA	NA	0.4416	NA	NA	NA	NA	0	NA	NA	NA	NA
Ccdc27	1.08	NA	NA	NA	-1.05	0.4416	NA	NA	NA	0.9846	0	NA	NA	NA	0
9330133O14Rik	-1.11	NA	NA	-1.16	NA	0.4417	NA	NA	NA	NA	0	NA	NA	0	NA
Sucnr1	-1.03	NA	NA	-1.47	1.69	0.4417	NA	NA	NA	0.6808	0	NA	NA	0	0
Ebpl	1.07	NA	NA	-1.21	-1.32	0.4418	NA	NA	NA	0.9591	0	NA	NA	0	0
Armc6	1.1	NA	NA	1.05	NA	0.4418	NA	NA	NA	NA	0	NA	NA	0	NA
March9	1.03	NA	NA	NA	NA	0.4418	NA	NA	NA	NA	0	NA	NA	NA	NA
Cdc6	1.05	-1.05	1.55	-1.53	-1.08	0.4418	0.9474	0.651	NA	0.9949	0	0	0	0	0
Cebpg	1.03	1.47	1.02	1.2	NA	0.4419	0.2935	0.9748	NA	NA	0	0	0	0	NA
Gm904	-1.05	NA	NA	NA	NA	0.4419	NA	NA	NA	NA	0	NA	NA	NA	NA
Vmn2r107	1.01	NA	NA	NA	-1.19	0.442	NA	NA	NA	0.928	0	NA	NA	NA	0
Atoh8	-1.14	NA	NA	-1	1	0.4421	NA	NA	NA	0.9922	0	NA	NA	0	0
Higd1c	-1.06	NA	NA	NA	-1.17	0.4421	NA	NA	NA	0.9946	0	NA	NA	NA	0
Methig1	-1.06	NA	NA	NA	-1.24	0.4421	NA	NA	NA	0.9438	0	NA	NA	NA	0
Mettl7a2	-1.06	NA	NA	NA	-1.24	0.4421	NA	NA	NA	0.9438	0	NA	NA	NA	0
Rai2	1.07	-1.01	1.14	-1.26	-1.53	0.4422	0.9725	0.6872	NA	0.9442	0	0	0	0	0
Gm1110	1.09	NA	NA	NA	-1.19	0.4422	NA	NA	NA	0.9495	0	NA	NA	NA	0
Vmn1r103	1.05	NA	NA	NA	1.1	0.4423	NA	NA	NA	0.9601	0	NA	NA	NA	0
Ankrd46	1.09	1.1	1.16	NA	-1.07	0.4423	0.4129	0.7592	NA	0.9824	0	0	0	NA	0
Tollip	-1.1	1	1.19	-1.21	1.11	0.4423	0.9747	0.7254	NA	0.9506	0	0	0	0	0
Vmn1r-ps34	1.01	NA	NA	NA	NA	0.4424	NA	NA	NA	NA	0	NA	NA	NA	NA
Olfr850	1.07	NA	NA	NA	-1.18	0.4425	NA	NA	NA	0.9438	0	NA	NA	NA	0
Arl6ip4	-1.05	1.13	-1.04	-1.53	1.07	0.4425	0.8786	0.9211	NA	0.9287	0	0	0	0	0
Skint11	1.12	NA	NA	NA	1.46	0.4425	NA	NA	NA	0.9066	0	NA	NA	NA	0
Ankrd23	-1.07	NA	NA	-1.17	-1.01	0.4425	NA	NA	NA	0.9732	0	NA	NA	0	0
Ankrd39	-1.07	NA	NA	NA	2.12	0.4425	NA	NA	NA	0.5624	0	NA	NA	NA	0
Fut7	1.05	1.02	-1.05	-1.01	1.75	0.4425	0.9641	0.9211	NA	0.3943	0	0	0	0	0
